CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2023-24,N2,North West,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Whiston Hospital,Trust,Total_cases,A,1926.0,not included,785.0,130.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N2,North West,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Whiston Hospital,Trust,<=2_weeks,A,1314.0,not included,371.0,130.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N2,North West,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Whiston Hospital,Trust,<=4_weeks,A,1831.0,not included,696.0,130.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Trust,Total_cases,A,1491.0,not included,189.0,118.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Trust,<=2_weeks,A,231.0,not included,67.0,99.0,not included,not included,not included,not included,not included,0.0,3.0,not included,not included,not included
2023-24,N2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Trust,<=4_weeks,A,358.0,not included,93.0,114.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Trust,Total_cases,A,1035.0,not included,159.0,131.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N2,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Trust,<=2_weeks,A,393.0,not included,84.0,110.0,not included,not included,not included,not included,not included,1.0,0.0,not included,not included,not included
2023-24,N2,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Trust,<=4_weeks,A,791.0,not included,119.0,129.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Trust,Total_cases,A,446.0,not included,194.0,21.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Trust,<=2_weeks,A,277.0,not included,148.0,21.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Trust,<=4_weeks,A,427.0,not included,182.0,21.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Trust,Total_cases,A,444.0,not included,155.0,32.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Trust,<=2_weeks,A,140.0,not included,76.0,32.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Trust,<=4_weeks,A,207.0,not included,91.0,32.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Westmorland General Hospital,Trust,Total_cases,A,527.0,not included,131.0,38.0,not included,not included,not included,not included,not included,0.0,2.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Westmorland General Hospital,Trust,<=2_weeks,A,175.0,not included,85.0,35.0,not included,not included,not included,not included,not included,0.0,2.0,not included,not included,not included
2023-24,N2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Westmorland General Hospital,Trust,<=4_weeks,A,368.0,not included,107.0,38.0,not included,not included,not included,not included,not included,0.0,2.0,not included,not included,not included
2023-24,N2,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Warrington Hospital,Trust,Total_cases,A,1177.0,not included,29.0,151.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Warrington Hospital,Trust,<=2_weeks,A,191.0,not included,14.0,141.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Warrington Hospital,Trust,<=4_weeks,A,319.0,not included,24.0,151.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,Trust,Total_cases,A,1090.0,not included,156.0,149.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,Trust,<=2_weeks,A,137.0,not included,15.0,106.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,Trust,<=4_weeks,A,266.0,not included,33.0,148.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Leigh Infirmary,Trust,Total_cases,A,1298.0,not included,161.0,147.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N2,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Leigh Infirmary,Trust,<=2_weeks,A,331.0,not included,115.0,141.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N2,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Leigh Infirmary,Trust,<=4_weeks,A,754.0,not included,150.0,147.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Birmingham Women's Hospital,Trust,Total_cases,A,1835.0,not included,149.0,155.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Birmingham Women's Hospital,Trust,<=2_weeks,A,408.0,not included,85.0,144.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Birmingham Women's Hospital,Trust,<=4_weeks,A,1298.0,not included,111.0,151.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,Trust,Total_cases,A,934.0,not included,63.0,130.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N3,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,Trust,<=2_weeks,A,307.0,not included,14.0,125.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N3,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,Trust,<=4_weeks,A,582.0,not included,29.0,130.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N3,Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Trust,Total_cases,A,136.0,not included,30.0,20.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Trust,<=2_weeks,A,31.0,not included,3.0,17.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Trust,<=4_weeks,A,57.0,not included,7.0,20.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Trust,Total_cases,A,855.0,not included,101.0,63.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Trust,<=2_weeks,A,117.0,not included,32.0,56.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Trust,<=4_weeks,A,231.0,not included,49.0,63.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Trust,Total_cases,A,1215.0,not included,117.0,144.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Trust,<=2_weeks,A,330.0,not included,61.0,131.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Trust,<=4_weeks,A,496.0,not included,75.0,143.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,Trust,Total_cases,A,1092.0,not included,44.0,187.0,not included,not included,not included,not included,not included,5.0,9.0,not included,not included,not included
2023-24,N3,Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,Trust,<=2_weeks,A,280.0,not included,24.0,173.0,not included,not included,not included,not included,not included,5.0,9.0,not included,not included,not included
2023-24,N3,Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,Trust,<=4_weeks,A,502.0,not included,36.0,186.0,not included,not included,not included,not included,not included,5.0,9.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Trust,Total_cases,A,1450.0,not included,895.0,86.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Trust,<=2_weeks,A,380.0,not included,280.0,72.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Trust,<=4_weeks,A,513.0,not included,342.0,77.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Trust,Total_cases,A,1168.0,not included,158.0,158.0,not included,not included,not included,not included,not included,6.0,7.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Trust,<=2_weeks,A,341.0,not included,127.0,147.0,not included,not included,not included,not included,not included,6.0,7.0,not included,not included,not included
2023-24,N3,Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Trust,<=4_weeks,A,495.0,not included,147.0,157.0,not included,not included,not included,not included,not included,6.0,7.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,"City Hospital, Birmingham",Trust,Total_cases,A,835.0,not included,7.0,52.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,"City Hospital, Birmingham",Trust,<=2_weeks,A,50.0,not included,3.0,32.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,"City Hospital, Birmingham",Trust,<=4_weeks,A,118.0,not included,4.0,49.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell General Hospital,Trust,Total_cases,A,1182.0,not included,5.0,121.0,not included,not included,not included,not included,not included,2.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell General Hospital,Trust,<=2_weeks,A,102.0,not included,2.0,73.0,not included,not included,not included,not included,not included,2.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell General Hospital,Trust,<=4_weeks,A,257.0,not included,3.0,111.0,not included,not included,not included,not included,not included,2.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,Total_cases,A,573.0,not included,35.0,88.0,not included,not included,not included,not included,not included,4.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,<=2_weeks,A,167.0,not included,17.0,88.0,not included,not included,not included,not included,not included,4.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,<=4_weeks,A,302.0,not included,28.0,88.0,not included,not included,not included,not included,not included,4.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,Total_cases,A,196.0,not included,18.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,<=2_weeks,A,43.0,not included,4.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,<=4_weeks,A,69.0,not included,8.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,Total_cases,A,1362.0,not included,27.0,117.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,<=2_weeks,A,224.0,not included,18.0,104.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,<=4_weeks,A,394.0,not included,20.0,114.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,Total_cases,A,463.0,not included,12.0,28.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,<=2_weeks,A,68.0,not included,8.0,27.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,<=4_weeks,A,117.0,not included,9.0,28.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,Total_cases,A,1361.0,not included,314.0,78.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,<=2_weeks,A,332.0,not included,235.0,75.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,<=4_weeks,A,381.0,not included,242.0,78.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,Total_cases,A,1455.0,not included,244.0,134.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,<=2_weeks,A,347.0,not included,173.0,114.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,<=4_weeks,A,572.0,not included,220.0,133.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,Total_cases,A,1459.0,not included,154.0,127.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,<=2_weeks,A,319.0,not included,70.0,125.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,<=4_weeks,A,765.0,not included,93.0,127.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,Total_cases,A,1473.0,not included,190.0,178.0,not included,not included,not included,not included,not included,5.0,10.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,<=2_weeks,A,545.0,not included,170.0,149.0,not included,not included,not included,not included,not included,5.0,10.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,<=4_weeks,A,957.0,not included,178.0,169.0,not included,not included,not included,not included,not included,5.0,10.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,Total_cases,A,751.0,not included,163.0,115.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,<=2_weeks,A,254.0,not included,81.0,57.0,not included,not included,not included,not included,not included,3.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,<=4_weeks,A,463.0,not included,137.0,115.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,Total_cases,A,757.0,not included,289.0,49.0,not included,not included,not included,not included,not included,1.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,<=2_weeks,A,408.0,not included,220.0,49.0,not included,not included,not included,not included,not included,1.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,<=4_weeks,A,565.0,not included,268.0,49.0,not included,not included,not included,not included,not included,1.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Good Hope Hospital,Trust,Total_cases,A,3054.0,not included,790.0,159.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Good Hope Hospital,Trust,<=2_weeks,A,1076.0,not included,516.0,154.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Good Hope Hospital,Trust,<=4_weeks,A,1440.0,not included,670.0,156.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Solihull Hospital,Trust,Total_cases,A,340.0,not included,213.0,26.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Solihull Hospital,Trust,<=2_weeks,A,220.0,not included,177.0,24.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Solihull Hospital,Trust,<=4_weeks,A,267.0,not included,195.0,26.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Trust,Total_cases,A,368.0,not included,20.0,17.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Trust,<=2_weeks,A,85.0,not included,15.0,17.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Trust,<=4_weeks,A,279.0,not included,20.0,17.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Trust,Total_cases,A,1860.0,not included,358.0,140.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Trust,<=2_weeks,A,728.0,not included,292.0,136.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Trust,<=4_weeks,A,1053.0,not included,321.0,139.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,"Queen's Hospital, Burton",Trust,Total_cases,A,521.0,not included,19.0,63.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,"Queen's Hospital, Burton",Trust,<=2_weeks,A,136.0,not included,6.0,56.0,not included,not included,not included,not included,not included,5.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,"Queen's Hospital, Burton",Trust,<=4_weeks,A,240.0,not included,8.0,63.0,not included,not included,not included,not included,not included,5.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,Trust,Total_cases,A,1795.0,not included,542.0,162.0,not included,not included,not included,not included,not included,3.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,Trust,<=2_weeks,A,336.0,not included,104.0,145.0,not included,not included,not included,not included,not included,3.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,Trust,<=4_weeks,A,689.0,not included,305.0,162.0,not included,not included,not included,not included,not included,3.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Sir Robert Peel Hospital,Trust,Total_cases,A,610.0,not included,0.0,81.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Sir Robert Peel Hospital,Trust,<=2_weeks,A,146.0,not included,0.0,66.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Sir Robert Peel Hospital,Trust,<=4_weeks,A,334.0,not included,0.0,81.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,Total_cases,A,2515.0,not included,38.0,385.0,not included,not included,not included,not included,not included,9.0,13.0,not included,not included,not included
2023-24,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,<=2_weeks,A,1057.0,not included,18.0,381.0,not included,not included,not included,not included,not included,9.0,13.0,not included,not included,not included
2023-24,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,<=4_weeks,A,2247.0,not included,24.0,385.0,not included,not included,not included,not included,not included,9.0,13.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,Total_cases,A,1032.0,not included,36.0,97.0,not included,not included,not included,not included,not included,4.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,<=2_weeks,A,197.0,not included,30.0,95.0,not included,not included,not included,not included,not included,4.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,<=4_weeks,A,557.0,not included,35.0,97.0,not included,not included,not included,not included,not included,4.0,4.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,Total_cases,A,2049.0,not included,63.0,165.0,not included,not included,not included,not included,not included,6.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,<=2_weeks,A,368.0,not included,63.0,159.0,not included,not included,not included,not included,not included,6.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,<=4_weeks,A,648.0,not included,63.0,162.0,not included,not included,not included,not included,not included,6.0,5.0,not included,not included,not included
2023-24,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,Total_cases,A,1312.0,not included,153.0,130.0,not included,not included,not included,not included,not included,7.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,<=2_weeks,A,238.0,not included,59.0,86.0,not included,not included,not included,not included,not included,7.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,<=4_weeks,A,538.0,not included,105.0,130.0,not included,not included,not included,not included,not included,7.0,1.0,not included,not included,not included
2023-24,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,Total_cases,A,1093.0,not included,117.0,86.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,<=2_weeks,A,204.0,not included,82.0,85.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,<=4_weeks,A,527.0,not included,111.0,86.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Kidderminster Hospital and Treatment Centre,Trust,Total_cases,A,459.0,not included,78.0,17.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
