Month,Quarter,Region_Code,Region_Name,Parent_Name,Org_ONS_Code,Org_Code,Org_Name,Age,Eligible,Screened,Coverage(%),No. screens to reach target,National Rank,Total_Orgs,National_Coverage(%),Coverage_Change
2023-03-31,2022-23 Q4,E40000003,London,NHS North West London Integrated Care Board,E38000256,W2U3Z,North West London ICB - W2U3Z,50-64,208746,143492,68.73999980837957,23505,104,106,74.92137609187502,0.2749885216978498
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Northamptonshire Integrated Care Board,E38000262,78H,Northamptonshire ICB - 78H,50-64,71974,52836,73.40984244310445,4744,85,106,74.92137609187502,-0.2691407590028376
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,02Q,Nottingham and Nottinghamshire ICB - 02Q,50-64,12100,9362,77.37190082644628,318,18,106,74.92137609187502,-0.04908526710619299
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,52R,Nottingham and Nottinghamshire ICB - 52R,50-64,94950,74207,78.15376513954713,1753,8,106,74.92137609187502,-0.2642693104384506
2023-03-31,2022-23 Q4,E40000011,Midlands,"NHS Shropshire, Telford and Wrekin Integrated Care Board",E38000257,M2L0M,"Shropshire, Telford and Wrekin ICB - M2L0M",50-64,50878,38932,76.5203034710484,1771,37,106,74.92137609187502,0.4064420849097843
2023-03-31,2022-23 Q4,E40000006,South West,NHS Somerset Integrated Care Board,E38000150,11X,Somerset ICB - 11X,50-64,58606,44728,76.31983073405453,2157,43,106,74.92137609187502,-0.23810458029835502
2023-03-31,2022-23 Q4,E40000003,London,NHS South East London Integrated Care Board,E38000244,72Q,South East London ICB - 72Q,50-64,170035,124565,73.25844679036669,11463,87,106,74.92137609187502,-0.266121284610108
2023-03-31,2022-23 Q4,E40000003,London,NHS South West London Integrated Care Board,E38000245,36L,South West London ICB - 36L,50-64,144546,105501,72.98783778174422,10136,90,106,74.92137609187502,0.0827425652400251
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000006,02P,South Yorkshire ICB - 02P,50-64,25445,19658,77.25682845352722,698,21,106,74.92137609187502,0.0741867351048171
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000044,02X,South Yorkshire ICB - 02X,50-64,30044,22444,74.70376780721608,1592,70,106,74.92137609187502,0.26450137076588476
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000141,03L,South Yorkshire ICB - 03L,50-64,24182,18428,76.20544206434539,918,46,106,74.92137609187502,-0.34218193266121943
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000146,03N,South Yorkshire ICB - 03N,50-64,48541,36923,76.06559403390948,1910,48,106,74.92137609187502,0.0039787133432866995
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,04Y,Staffordshire and Stoke-on-Trent ICB - 04Y,50-64,12781,9696,75.86260855958062,529,51,106,74.92137609187502,-0.2475790443139374
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,05D,Staffordshire and Stoke-on-Trent ICB - 05D,50-64,14050,10510,74.80427046263345,730,67,106,74.92137609187502,-0.34074113829461794
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,05G,Staffordshire and Stoke-on-Trent ICB - 05G,50-64,20946,16125,76.98367230020051,632,26,106,74.92137609187502,-0.0010257378865077271
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,05Q,Staffordshire and Stoke-on-Trent ICB - 05Q,50-64,20988,15809,75.3239946636173,982,60,106,74.92137609187502,-0.2949245156525251
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,05V,Staffordshire and Stoke-on-Trent ICB - 05V,50-64,14684,11005,74.94551893217107,743,66,106,74.92137609187502,-0.6429607133564872
2023-03-31,2022-23 Q4,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,05W,Staffordshire and Stoke-on-Trent ICB - 05W,50-64,24528,18158,74.0296803652968,1465,78,106,74.92137609187502,-0.6567365351818211
2023-03-31,2022-23 Q4,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000086,06L,Suffolk and North East Essex ICB - 06L,50-64,39260,30672,78.12531839021905,736,9,106,74.92137609187502,0.3532616489786733
2023-03-31,2022-23 Q4,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000117,06T,Suffolk and North East Essex ICB - 06T,50-64,32503,24968,76.81752453619666,1035,29,106,74.92137609187502,-0.16109511871707127
2023-03-31,2022-23 Q4,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000204,07K,Suffolk and North East Essex ICB - 07K,50-64,25676,19944,77.67565041283689,597,15,106,74.92137609187502,0.3324886801851932
2023-03-31,2022-23 Q4,E40000005,South East,NHS Surrey Heartlands Integrated Care Board,E38000246,92A,Surrey Heartlands ICB - 92A,50-64,105113,79215,75.36175354142685,4876,59,106,74.92137609187502,0.40430014930184655
2023-03-31,2022-23 Q4,E40000005,South East,NHS Sussex Integrated Care Board,E38000021,09D,Sussex ICB - 09D,50-64,27951,20500,73.3426353261064,1861,86,106,74.92137609187502,0.3830401072166154
2023-03-31,2022-23 Q4,E40000005,South East,NHS Sussex Integrated Care Board,E38000248,70F,Sussex ICB - 70F,50-64,87482,66039,75.48867195537368,3947,54,106,74.92137609187502,0.10339946527243171
2023-03-31,2022-23 Q4,E40000005,South East,NHS Sussex Integrated Care Board,E38000235,97R,Sussex ICB - 97R,50-64,57530,42687,74.19954806188076,3337,76,106,74.92137609187502,0.1363953404162146
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000025,02T,West Yorkshire ICB - 02T,50-64,21206,16230,76.53494294067717,735,35,106,74.92137609187502,-0.16003262510544403
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000190,03R,West Yorkshire ICB - 03R,50-64,35805,27433,76.6177908113392,1211,33,106,74.92137609187502,0.13010705523751653
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000225,15F,West Yorkshire ICB - 15F,50-64,68666,52034,75.7784056155885,2899,52,106,74.92137609187502,0.021767990833595263
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000232,36J,West Yorkshire ICB - 36J,50-64,51556,38267,74.22414461944294,2978,75,106,74.92137609187502,-0.2981983520349587
2023-03-31,2022-23 Q4,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000254,X2C4Y,West Yorkshire ICB - X2C4Y,50-64,39340,30820,78.34265378749365,652,3,106,74.92137609187502,-0.011232369600293168
2023-06-30,2023-24 Q1,E40000006,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E38000231,92G,"Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",25-49,156028,111830,71.67303304535083,12993,39,106,66.95754382741167,-0.742348176999684
2023-06-30,2023-24 Q1,E40000007,East of England,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",E38000249,M1J4Y,"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",25-49,200380,130402,65.07735302924443,29902,88,106,66.95754382741167,-1.65806377707095
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Birmingham and Solihull Integrated Care Board,E38000258,15E,Birmingham and Solihull ICB - 15E,25-49,277900,167757,60.36595897804966,54563,102,106,66.95754382741167,-3.346624170509095
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Black Country Integrated Care Board,E38000259,D2P2L,Black Country ICB - D2P2L,25-49,219250,142102,64.8127708095781,33298,90,106,66.95754382741167,0.5028053898987537
2023-06-30,2023-24 Q1,E40000006,South West,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E38000222,15C,"Bristol, North Somerset and South Gloucestershire ICB - 15C",25-49,194351,135482,69.709957756842,19999,61,106,66.95754382741167,-1.4481801904891114
2023-06-30,2023-24 Q1,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000136,10Q,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",25-49,136842,89208,65.19051168500899,20266,87,106,66.95754382741167,-1.5364834365789193
2023-06-30,2023-24 Q1,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000223,14Y,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",25-49,95847,65786,68.63647271171763,10892,67,106,66.95754382741167,-1.1393365736284409
2023-06-30,2023-24 Q1,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000221,15A,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",25-49,102039,67190,65.84737208322308,14442,84,106,66.95754382741167,-1.0610108350536507
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,06H,Cambridgeshire and Peterborough ICB - 06H,25-49,179087,116069,64.81151619045492,27201,91,106,66.95754382741167,-1.1889927585653481
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000068,01F,Cheshire and Merseyside ICB - 01F,25-49,21810,15035,68.93626776707931,2413,65,106,66.95754382741167,-1.8740707171002384
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000091,01J,Cheshire and Merseyside ICB - 01J,25-49,29133,20493,70.34291010194625,2814,53,106,66.95754382741167,-2.068840255233951
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000161,01T,Cheshire and Merseyside ICB - 01T,25-49,25097,16896,67.3227875841734,3182,75,106,66.95754382741167,-1.9710840580977873
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000170,01V,Cheshire and Merseyside ICB - 01V,25-49,17473,12330,70.56601613918617,1649,51,106,66.95754382741167,-1.3366641783106559
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000172,01X,Cheshire and Merseyside ICB - 01X,25-49,31583,21925,69.42025773359084,3342,62,106,66.95754382741167,-1.7314464321476208
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000194,02E,Cheshire and Merseyside ICB - 02E,25-49,37004,26646,72.00843152091666,2958,35,106,66.95754382741167,-0.6739601411787817
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000208,12F,Cheshire and Merseyside ICB - 12F,25-49,52384,37103,70.82887904703726,4805,47,106,66.95754382741167,-1.1317769431074822
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000233,27D,Cheshire and Merseyside ICB - 27D,25-49,123674,90587,73.2465999320795,8353,19,106,66.95754382741167,-1.0188734112803672
2023-06-30,2023-24 Q1,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000101,99A,Cheshire and Merseyside ICB - 99A,25-49,101404,61944,61.08634767859256,19180,99,106,66.95754382741167,-1.3231852565157993
2023-06-30,2023-24 Q1,E40000006,South West,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,11N,Cornwall and the Isles of Scilly ICB - 11N,25-49,84962,60378,71.06471128269108,7592,43,106,66.95754382741167,-1.1415687565148858
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Coventry and Warwickshire Integrated Care Board,E38000251,B2M3M,Coventry and Warwickshire ICB - B2M3M,25-49,178332,116849,65.52329363210193,25817,86,106,66.95754382741167,-1.9342307811639756
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Derby and Derbyshire Integrated Care Board,E38000261,15M,Derby and Derbyshire ICB - 15M,25-49,174318,126522,72.58114480432315,12933,28,106,66.95754382741167,-1.6987339755225008
2023-06-30,2023-24 Q1,E40000006,South West,NHS Devon Integrated Care Board,E38000230,15N,Devon ICB - 15N,25-49,184874,131596,71.1814533141491,16304,42,106,66.95754382741167,-1.3704078696966775
2023-06-30,2023-24 Q1,E40000006,South West,NHS Dorset Integrated Care Board,E38000045,11J,Dorset ICB - 11J,25-49,119188,84552,70.94002751954895,10799,45,106,66.95754382741167,-1.6386772823758804
2023-06-30,2023-24 Q1,E40000005,South East,NHS Frimley Integrated Care Board,E38000252,D4U1Y,Frimley ICB - D4U1Y,25-49,146011,100830,69.05644095307888,15979,64,106,66.95754382741167,-1.1921596165138482
2023-06-30,2023-24 Q1,E40000006,South West,NHS Gloucestershire Integrated Care Board,E38000062,11M,Gloucestershire ICB - 11M,25-49,105669,77502,73.34412173863669,7034,17,106,66.95754382741167,-1.6175247140220108
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000016,00T,Greater Manchester ICB - 00T,25-49,53083,34403,64.80982612135712,8064,92,106,66.95754382741167,-2.688679268880662
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000024,00V,Greater Manchester ICB - 00V,25-49,34716,23702,68.27399469985022,4071,71,106,66.95754382741167,-1.5408845944859024
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000135,00Y,Greater Manchester ICB - 00Y,25-49,43804,29423,67.16966487078805,5621,76,106,66.95754382741167,-0.1422627981582849
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000080,01D,Greater Manchester ICB - 01D,25-49,41376,28283,68.35605181747873,4818,70,106,66.95754382741167,-2.1919951155377504
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000143,01G,Greater Manchester ICB - 01G,25-49,60122,37494,62.363194837164436,10604,97,106,66.95754382741167,-2.296359330586448
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000174,01W,Greater Manchester ICB - 01W,25-49,54554,41239,75.59299043149906,2405,3,106,66.95754382741167,-0.2633652167249352
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000263,01Y,Greater Manchester ICB - 01Y,25-49,37372,25624,68.56470084555282,4274,69,106,66.95754382741167,-3.2932226517149417
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000187,02A,Greater Manchester ICB - 02A,25-49,41923,31117,74.22417288839061,2422,13,106,66.95754382741167,-0.32355312847506923
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000205,02H,Greater Manchester ICB - 02H,25-49,55503,40248,72.51499918923301,4155,29,106,66.95754382741167,-1.8062029622188476
2023-06-30,2023-24 Q1,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000217,14L,Greater Manchester ICB - 14L,25-49,139355,80142,57.50923899393635,31342,103,106,66.95754382741167,-1.3092459284763578
2023-06-30,2023-24 Q1,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,10R,Hampshire and Isle of Wight ICB - 10R,25-49,41483,26068,62.840199599836076,7119,96,106,66.95754382741167,-2.5738210700680426
2023-06-30,2023-24 Q1,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,D9Y0V,Hampshire and Isle of Wight ICB - D9Y0V,25-49,265614,183490,69.08144902000647,29002,63,106,66.95754382741167,-1.4966431229872086
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,18C,Herefordshire and Worcestershire ICB - 18C,25-49,121119,85987,70.99381599914135,10909,44,106,66.95754382741167,-1.4590362713060472
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,06K,Hertfordshire and West Essex ICB - 06K,25-49,107032,77261,72.1849540324389,8365,32,106,66.95754382741167,-1.618907852845993
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,06N,Hertfordshire and West Essex ICB - 06N,25-49,119794,84907,70.87750638596258,10929,46,106,66.95754382741167,-0.49902898040761556
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,07H,Hertfordshire and West Essex ICB - 07H,25-49,55522,40377,72.72252440474047,4041,27,106,66.95754382741167,-0.850479806515068
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000052,02Y,Humber and North Yorkshire ICB - 02Y,25-49,42031,31979,76.08431871713735,1646,1,106,66.95754382741167,-0.6249441519695722
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000085,03F,Humber and North Yorkshire ICB - 03F,25-49,53350,35924,67.33645735707591,6756,74,106,66.95754382741167,-2.2807904266374948
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000119,03H,Humber and North Yorkshire ICB - 03H,25-49,25964,18902,72.80080110922816,1870,25,106,66.95754382741167,0.13465264440111469
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000122,03K,Humber and North Yorkshire ICB - 03K,25-49,26964,18267,67.74588340008901,3305,72,106,66.95754382741167,-2.107738982716242
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000188,03Q,Humber and North Yorkshire ICB - 03Q,25-49,59019,41238,69.87241396838306,5978,59,106,66.95754382741167,-1.7869384625924454
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000241,42D,Humber and North Yorkshire ICB - 42D,25-49,60816,45796,75.30255196001052,2857,5,106,66.95754382741167,-0.9265483584608205
2023-06-30,2023-24 Q1,E40000005,South East,NHS Kent and Medway Integrated Care Board,E38000237,91Q,Kent and Medway ICB - 91Q,25-49,321395,224826,69.95317288694596,32290,58,106,66.95754382741167,-1.089159786723286
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000014,00Q,Lancashire and South Cumbria ICB - 00Q,25-49,30341,18412,60.68356349494084,5861,100,106,66.95754382741167,-2.0951269533107393
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000015,00R,Lancashire and South Cumbria ICB - 00R,25-49,27196,17380,63.906456831887034,4377,94,106,66.95754382741167,-2.9799491271446286
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000034,00X,Lancashire and South Cumbria ICB - 00X,25-49,29932,22282,74.44206868902846,1664,11,106,66.95754382741167,-1.142469762113592
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,01A,Lancashire and South Cumbria ICB - 01A,25-49,63360,42337,66.8197601010101,8351,77,106,66.95754382741167,-1.920719334570748
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,01E,Lancashire and South Cumbria ICB - 01E,25-49,37414,24685,65.97797615865719,5247,83,106,66.95754382741167,-0.5750478448906762
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,01K,Lancashire and South Cumbria ICB - 01K,25-49,50280,33877,67.37669053301512,6347,73,106,66.95754382741167,-1.4375931841065608
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,02G,Lancashire and South Cumbria ICB - 02G,25-49,16691,12206,73.12923132226949,1147,21,106,66.95754382741167,-1.0761252758636317
2023-06-30,2023-24 Q1,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000226,02M,Lancashire and South Cumbria ICB - 02M,25-49,23720,17541,73.95025295109612,1435,14,106,66.95754382741167,-2.3639796384914433
2023-06-30,2023-24 Q1,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000051,03W,"Leicester, Leicestershire and Rutland ICB - 03W",25-49,53382,39137,73.31497508523472,3569,18,106,66.95754382741167,-0.6284607085345328
2023-06-30,2023-24 Q1,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000097,04C,"Leicester, Leicestershire and Rutland ICB - 04C",25-49,78764,44819,56.902899801939974,18193,105,106,66.95754382741167,-2.5620202397888647
2023-06-30,2023-24 Q1,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000201,04V,"Leicester, Leicestershire and Rutland ICB - 04V",25-49,64571,46978,72.75402270369051,4679,26,106,66.95754382741167,-1.0519509594551693
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Lincolnshire Integrated Care Board,E38000238,71E,Lincolnshire ICB - 71E,25-49,117321,82835,70.60543295744155,11022,49,106,66.95754382741167,-1.4993140358999284
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000106,06Q,Mid and South Essex ICB - 06Q,25-49,66710,48616,72.87663019037626,4752,24,106,66.95754382741167,-1.4127952374965957
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000185,07G,Mid and South Essex ICB - 07G,25-49,34110,24683,72.36294341835239,2605,30,106,66.95754382741167,-0.6678276402195564
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000007,99E,Mid and South Essex ICB - 99E,25-49,49237,36197,73.5158518999939,3193,16,106,66.95754382741167,-1.0408029441352795
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000030,99F,Mid and South Essex ICB - 99F,25-49,27139,20610,75.94237075794982,1102,2,106,66.95754382741167,-0.7931725748880041
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000168,99G,Mid and South Essex ICB - 99G,25-49,32143,22059,68.62769498802228,3656,68,106,66.95754382741167,-1.5724251472880155
2023-06-30,2023-24 Q1,E40000007,East of England,NHS Norfolk and Waveney Integrated Care Board,E38000239,26A,Norfolk and Waveney ICB - 26A,25-49,158457,115734,73.03811128571158,11032,22,106,66.95754382741167,-0.7373761971907271
2023-06-30,2023-24 Q1,E40000003,London,NHS North Central London Integrated Care Board,E38000240,93C,North Central London ICB - 93C,25-49,383528,219996,57.361131390667694,86827,104,106,66.95754382741167,-0.8692590494397123
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000130,00L,North East and North Cumbria ICB - 00L,25-49,46307,34749,75.04049063856436,2297,8,106,66.95754382741167,-1.789895739955611
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000163,00N,North East and North Cumbria ICB - 00N,25-49,24696,18357,74.33187560738581,1400,12,106,66.95754382741167,-1.5955635166540674
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000176,00P,North East and North Cumbria ICB - 00P,25-49,46400,32833,70.76077586206897,4287,48,106,66.95754382741167,-2.1035568384740486
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000215,01H,North East and North Cumbria ICB - 01H,25-49,47580,35862,75.37200504413619,2202,4,106,66.95754382741167,-1.8802999619324225
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000212,13T,North East and North Cumbria ICB - 13T,25-49,91573,60274,65.82071134504713,12985,85,106,66.95754382741167,-2.5347722502664567
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000247,16C,North East and North Cumbria ICB - 16C,25-49,113693,80086,70.44057241870651,10869,52,106,66.95754382741167,-0.9544785847952255
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000234,84H,North East and North Cumbria ICB - 84H,25-49,82945,62322,75.13653625896679,4034,7,106,66.95754382741167,-0.7317323060060659
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000127,99C,North East and North Cumbria ICB - 99C,25-49,37393,28144,75.26542400984142,1771,6,106,66.95754382741167,-1.32451493218052
2023-06-30,2023-24 Q1,E40000003,London,NHS North East London Integrated Care Board,E38000255,A3A8R,North East London ICB - A3A8R,25-49,519266,314484,60.56317956500137,100929,101,106,66.95754382741167,-0.9959159524650971
2023-06-30,2023-24 Q1,E40000003,London,NHS North West London Integrated Care Board,E38000256,W2U3Z,North West London ICB - W2U3Z,25-49,601317,331128,55.06712765479772,149926,106,106,66.95754382741167,-1.1008791343212536
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Northamptonshire Integrated Care Board,E38000262,78H,Northamptonshire ICB - 78H,25-49,140448,93758,66.75637958532695,18601,78,106,66.95754382741167,-1.7296498264377504
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,02Q,Nottingham and Nottinghamshire ICB - 02Q,25-49,18834,13601,72.21514282680259,1467,31,106,66.95754382741167,-1.2389279840964207
2023-06-30,2023-24 Q1,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,52R,Nottingham and Nottinghamshire ICB - 52R,25-49,183250,128250,69.98635743519782,18350,57,106,66.95754382741167,-2.7829931646665784
2023-06-30,2023-24 Q1,E40000011,Midlands,"NHS Shropshire, Telford and Wrekin Integrated Care Board",E38000257,M2L0M,"Shropshire, Telford and Wrekin ICB - M2L0M",25-49,76369,55106,72.1575508386911,5990,33,106,66.95754382741167,-1.2171115886393267
2023-06-30,2023-24 Q1,E40000006,South West,NHS Somerset Integrated Care Board,E38000150,11X,Somerset ICB - 11X,25-49,85159,60109,70.58443617233645,8019,50,106,66.95754382741167,-1.812568910452299
2023-06-30,2023-24 Q1,E40000003,London,NHS South East London Integrated Care Board,E38000244,72Q,South East London ICB - 72Q,25-49,451314,290013,64.25969502386366,71039,93,106,66.95754382741167,-1.189657766671118
2023-06-30,2023-24 Q1,E40000003,London,NHS South West London Integrated Care Board,E38000245,36L,South West London ICB - 36L,25-49,361079,234937,65.06526272643937,53927,89,106,66.95754382741167,-0.9176901336856673
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000006,02P,South Yorkshire ICB - 02P,25-49,42933,31989,74.50911885961847,2358,10,106,66.95754382741167,-0.8030559582795576
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000044,02X,South Yorkshire ICB - 02X,25-49,53101,37219,70.09095873900681,5262,54,106,66.95754382741167,-0.7513282909241212
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000141,03L,South Yorkshire ICB - 03L,25-49,42743,31279,73.17923402662424,2916,20,106,66.95754382741167,-0.40747110677745013
2023-06-30,2023-24 Q1,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000146,03N,South Yorkshire ICB - 03N,25-49,103546,68353,66.01220713499313,14484,82,106,66.95754382741167,-2.2727284348579673
